Time_Iter,Outer_Iter,Inner_Iter,"     ""rms[P]""     ","     ""rms[U]""     ","     ""rms[V]""     ","     ""rms[k]""     ","     ""rms[w]""     ","       ""CD""       ","       ""CL""       ","       ""CSF""      ","       ""CMx""      ","       ""CMy""      ","       ""CMz""      ","       ""CFx""      ","       ""CFy""      ","       ""CFz""      ","      ""CEff""      ",air_center
          0,           0,           0,      -4.330592679,      -4.120174322,      -3.776474105,      -6.129964947,     -0.5906838903,    0.005299859912,    -0.00010198342,                 0,                 0,                 0,  -3.950959415e-05,    0.005300832574,   -9.47257815e-06,                 0,    -0.01924266333,-0.38741193568523197
          0,           0,           1,      -4.528036375,      -4.220969017,      -4.089408007,      -6.324059047,     -0.8326527406,    0.005301572696,  -8.309210706e-05,                 0,                 0,                 0,  -5.428037612e-05,    0.005302215398,   9.445749713e-06,                 0,    -0.01567310529,-0.6532555021237417
          0,           0,           2,      -4.836969046,      -4.600290119,      -4.383537443,      -6.813179441,      -1.322815318,    0.005296732876,  -6.989151234e-05,                 0,                 0,                 0,  -5.831450306e-05,    0.005297145933,   2.255986742e-05,                 0,    -0.01319521184,-0.8343574363696478
          0,           0,           3,      -4.921653358,      -4.675287121,      -4.422674532,      -7.119933884,      -1.629198014,    0.005292334503,  -6.291419746e-05,                 0,                 0,                 0,  -5.924769115e-05,    0.005292626458,   2.945935742e-05,                 0,    -0.01188779686,-0.9417221158653242
          0,           0,           4,      -4.941733781,       -4.68953326,      -4.435698328,      -7.271815109,      -1.778576887,    0.005285237344,   -5.54370417e-05,                 0,                 0,                 0,   -5.88023617e-05,    0.005285399887,   3.681151188e-05,                 0,    -0.01048903542,-1.0607052594583164
          0,           0,           5,      -4.959740827,      -4.698966356,      -4.446973024,      -7.404604465,      -1.907280474,    0.005275338811,  -4.731037593e-05,                 0,                 0,                 0,  -5.657827145e-05,    0.005275361031,   4.476418669e-05,                 0,   -0.008968215622,-1.1958956220029344
          0,           0,           6,      -4.976792197,      -4.705980065,      -4.456309485,      -7.524644232,       -2.02235397,    0.005262914398,  -3.806659409e-05,                 0,                 0,                 0,  -5.226222305e-05,    0.005262777185,   5.378972477e-05,                 0,   -0.007232987506,-1.3729156573986523
          0,           0,           7,      -4.991988711,      -4.712131027,      -4.464211861,      -7.637146796,      -2.129668201,    0.005248463842,  -2.715515753e-05,                 0,                 0,                 0,  -4.564395106e-05,    0.005248138398,   6.444730247e-05,                 0,   -0.005173924857,-1.6808575317441732
          0,           0,           8,      -5.005253932,      -4.717526033,      -4.471518548,      -7.744408228,      -2.231842639,    0.005232551883,  -1.410383711e-05,                 0,                 0,                 0,  -3.662165019e-05,    0.005232001086,   7.721893314e-05,                 0,   -0.002695403204,-2.596573535583041
          0,           0,           9,      -5.016709389,      -4.722059993,       -4.47886476,      -7.845894883,      -2.328568624,     0.00521569535,   1.442289898e-06,                 0,                 0,                 0,  -2.519946011e-05,    0.005214875803,   9.246850533e-05,                 0,    0.000276528785,17.47184123312774
          0,           0,          10,      -5.026562093,      -4.725884396,      -4.486503992,      -7.939049906,      -2.417665216,    0.005198314295,   1.977371254e-05,                 0,                 0,                 0,  -1.147777839e-05,    0.005197177467,   0.0001104937948,                 0,    0.003803870143,0.5804564199455081
          0,           0,          11,      -5.035176555,      -4.729202916,      -4.494433287,      -8.020772638,       -2.49656563,    0.005180742726,   4.120903009e-05,                 0,                 0,                 0,   4.360624938e-06,    0.005179234477,   0.0001316191814,                 0,    0.007954270704,-0.10581721842218683
