Time_Iter,Outer_Iter,Inner_Iter,"     ""rms[P]""     ","     ""rms[U]""     ","     ""rms[V]""     ","     ""rms[k]""     ","     ""rms[w]""     ","       ""CD""       ","       ""CL""       ","       ""CSF""      ","       ""CMx""      ","       ""CMy""      ","       ""CMz""      ","       ""CFx""      ","       ""CFy""      ","       ""CFz""      ","      ""CEff""      ",air_center
          0,           0,           0,      -4.335553885,      -4.098820787,      -3.762510974,      -6.199826361,       -0.66055336,    0.008690389719,      0.1911539032,                 0,                 0,                 0,     0.04838227855,   -0.001325742471,      0.1913467533,                 0,       21.99601046,-0.25310641184961163
          0,           0,           1,      -4.427760774,      -4.090238935,      -3.898559604,      -6.743290453,      -1.207609684,    0.009000910983,       0.192478109,                 0,                 0,                 0,     0.04877232388,   -0.001084950343,      0.1926853957,                 0,       21.38429203,-0.2533915370085021
          0,           0,           2,      -4.813262614,       -4.58020451,       -4.26795578,      -7.265320799,      -1.788217342,    0.009156672627,      0.1932089061,                 0,                 0,                 0,     0.04898119735,  -0.0009676491278,      0.1934233432,                 0,       21.10034004,-0.25351417974825957
          0,           0,           3,      -4.917503358,      -4.658005145,      -4.334461199,      -7.455825299,      -2.193422576,    0.009233239919,      0.1935871489,                 0,                 0,                 0,     0.04908811326,  -0.0009109824694,      0.1938050749,                 0,       20.96632933,-0.25357113599186853
          0,           0,           4,      -4.934593592,      -4.669671301,      -4.351271717,       -7.48716417,      -2.388505798,    0.009311427147,      0.1939966988,                 0,                 0,                 0,     0.04920315596,  -0.0008543365789,      0.1942181555,                 0,        20.8342605,-0.25362883113142953
          0,           0,           5,      -4.948492489,      -4.675887849,      -4.366285688,      -7.493691077,      -2.481873079,    0.009389172656,      0.1944314768,                 0,                 0,                 0,     0.04932514044,  -0.0007994521404,      0.1946564065,                 0,       20.70805213,-0.2536890695467885
          0,           0,           6,      -4.961625753,      -4.679268442,       -4.37974504,      -7.496008416,      -2.524582875,     0.00946523297,      0.1948880639,                 0,                 0,                 0,     0.04945373949,  -0.0007473919872,      0.1951163486,                 0,       20.58988559,-0.2537545835304489
          0,           0,           7,       -4.97315433,      -4.682347684,      -4.391510248,      -7.498894248,      -2.570929481,    0.009539027459,      0.1953649927,                 0,                 0,                 0,     0.04958929449,  -0.0006986591549,      0.1955964859,                 0,       20.48059863,-0.2538289680492999
          0,           0,           8,      -4.982988148,       -4.68542369,      -4.401983168,      -7.501673917,       -2.62227703,    0.009610426506,      0.1958617799,                 0,                 0,                 0,     0.04973250959,  -0.0006533577939,       0.196096329,                 0,       20.38013399,-0.2539163568072936
          0,           0,           9,      -4.991285931,      -4.688262148,      -4.411749449,      -7.503561906,      -2.664548679,    0.009679630033,       0.196378461,                 0,                 0,                 0,     0.04988427754,  -0.0006112901035,      0.1966159238,                 0,       20.28780649,-0.25402112475053973
          0,           0,          10,      -4.998357113,      -4.690780223,      -4.421203215,      -7.504621539,      -2.691162726,    0.009747102419,      0.1969154803,                 0,                 0,                 0,     0.05004561699,  -0.0005720156077,      0.1971557384,                 0,       20.20246345,-0.25414770293201777
          0,           0,          11,      -5.004666572,      -4.692978078,      -4.430477209,      -7.505302489,      -2.707751889,    0.009813513046,      0.1974736834,                 0,                 0,                 0,     0.05021765331,   -0.000534910087,      0.1977166522,                 0,       20.12262912,-0.2543004842234082
          0,           0,          12,      -5.010683683,       -4.69485777,      -4.439549821,       -7.50598868,      -2.723529678,    0.009879660894,      0.1980542738,                 0,                 0,                 0,     0.05040159723,  -0.0004992386441,      0.1982999088,                 0,       20.04666718,-0.2544837647931634
          0,           0,          13,      -5.016738343,      -4.696422171,      -4.448361693,      -7.506843987,      -2.744043841,    0.009946385303,      0.1986586991,                 0,                 0,                 0,     0.05059870039,  -0.0004642388553,      0.1989069978,                 0,        19.9729543,-0.25470165977745496
          0,           0,          14,      -5.022964263,      -4.697704662,      -4.456874349,      -7.507851732,      -2.770390278,     0.01001447601,      0.1992884814,                 0,                 0,                 0,     0.05081018331,   -0.000429201718,      0.1995394806,                 0,       19.90004081,-0.2549579531795258
          0,           0,          15,       -5.02932758,      -4.698784612,      -4.465077072,      -7.511112346,      -2.897829864,     0.01004816548,      0.1996025063,                 0,                 0,                 0,     0.05091713941,   -0.000411993214,      0.1998548384,                 0,       19.86457196,-0.25509268572746374
          0,           0,          16,      -5.031366028,      -4.697912023,      -4.468387503,      -7.511115304,      -2.892484938,     0.01008996574,       0.199994656,                 0,                 0,                 0,     0.05105302596,  -0.0003907737733,      0.2002486383,                 0,       19.82114322,-0.2552719506665218
          0,           0,          17,      -5.034152302,      -4.697337211,      -4.472459102,      -7.511156187,      -2.887983188,     0.01014191616,      0.2004841996,                 0,                 0,                 0,     0.05122608442,  -0.0003645152818,      0.2007402299,                 0,       19.76788177,-0.2555118284742874
          0,           0,          18,      -5.037891126,      -4.697201135,      -4.477454025,       -7.51121569,      -2.883343721,     0.01020663637,      0.2010956845,                 0,                 0,                 0,     0.05144731438,  -0.0003318864205,       0.201354264,                 0,        19.7024443,-0.25583499968145756
          0,           0,          19,      -5.042836261,      -4.697757884,      -4.483545077,      -7.511235357,      -2.876484811,     0.01028757807,      0.2018619485,                 0,                 0,                 0,     0.05173183253,  -0.0002911587964,      0.2021237139,                 0,       19.62191169,-0.2562733239939968
          0,           0,          20,      -5.049341019,      -4.699400869,      -4.490885958,      -7.513623673,      -3.003951421,     0.01032777263,      0.2022428139,                 0,                 0,                 0,     0.05187495818,   -0.000270952286,       0.202506161,                 0,       19.58242316,-0.2564984000155864
