Time_Iter,Outer_Iter,Inner_Iter,"     ""rms[P]""     ","     ""rms[U]""     ","     ""rms[V]""     ","     ""rms[k]""     ","     ""rms[w]""     ","       ""CD""       ","       ""CL""       ","       ""CSF""      ","       ""CMx""      ","       ""CMy""      ","       ""CMz""      ","       ""CFx""      ","       ""CFy""      ","       ""CFz""      ","      ""CEff""      ",air_center
          0,           0,           0,      -4.332902037,      -4.111056495,      -3.770298288,      -6.203948453,     -0.6643842972,     0.00662149866,     0.08937466031,                 0,                 0,                 0,     0.02271415892,    0.003498334359,     0.08955130266,                 0,       13.49764833,-0.2541454014058898
          0,           0,           1,       -4.41761164,      -4.101274975,      -3.896348696,      -6.732712845,      -1.193599718,    0.006749922553,     0.08944953229,                 0,                 0,                 0,     0.02270830344,    0.003624067026,     0.08963061095,                 0,       13.25193461,-0.2538672127024489
          0,           0,           2,      -4.803636237,      -4.583622247,      -4.273548141,      -7.259324641,      -1.744165165,    0.006824201438,     0.08959086294,                 0,                 0,                 0,     0.02272644867,    0.003693368293,      0.0897744478,                 0,       13.12840246,-0.253669268541594
          0,           0,           3,      -4.909693296,      -4.657723154,      -4.341382423,      -7.499485681,      -2.114795032,    0.006863600651,     0.08968799851,                 0,                 0,                 0,     0.02274160987,    0.003729353523,     0.08987289921,                 0,        13.0671936,-0.25356357871520974
          0,           0,           4,      -4.927230538,       -4.66821374,       -4.35806306,        -7.5612522,      -2.316019633,    0.006883889171,     0.08974306867,                 0,                 0,                 0,     0.02275074646,    0.003747707763,     0.08992864389,                 0,       13.03668122,-0.2535097896379968
          0,           0,           5,      -4.932069942,      -4.668263742,      -4.364908512,      -7.575375051,      -2.406805053,     0.00691000601,      0.0898216113,                 0,                 0,                 0,     0.02276468912,    0.003771067594,     0.09000805013,                 0,        12.9987747,-0.2534433394204764
          0,           0,           6,      -4.938956902,      -4.667705612,      -4.372936654,      -7.580432086,      -2.467167869,     0.00694318151,     0.08993331438,                 0,                 0,                 0,     0.02278617521,    0.003800324502,     0.09012084298,                 0,       12.95275289,-0.2533674575110216
          0,           0,           7,      -4.947554484,       -4.66795422,      -4.382052526,       -7.58125748,      -2.495011354,     0.00698481596,     0.09009259097,                 0,                 0,                 0,     0.02281991169,    0.003836374917,     0.09028147556,                 0,       12.89834857,-0.25329398837690015
          0,           0,           8,      -4.957537752,      -4.670290227,      -4.392156513,      -7.582339574,      -2.516206229,    0.007036583097,     0.09032156291,                 0,                 0,                 0,     0.02287444999,    0.003880119514,     0.09051211466,                 0,       12.83599748,-0.25325569280497295
          0,           0,           9,      -4.968871774,      -4.675065223,      -4.403523597,      -7.593377057,      -2.629291698,    0.007062168574,     0.09044247352,                 0,                 0,                 0,     0.02290475797,    0.003901469685,     0.09063384454,                 0,       12.80661493,-0.2532522285000858
          0,           0,          10,      -4.971969849,      -4.674507737,      -4.407932595,      -7.593620536,      -2.638973387,    0.007093722379,     0.09060383215,                 0,                 0,                 0,     0.02294783108,    0.003927372933,     0.09079620608,                 0,       12.77239611,-0.25327660580634725
