Time_Iter,Outer_Iter,Inner_Iter,"     ""rms[P]""     ","     ""rms[U]""     ","     ""rms[V]""     ","     ""rms[k]""     ","     ""rms[w]""     ","       ""CD""       ","       ""CL""       ","       ""CSF""      ","       ""CMx""      ","       ""CMy""      ","       ""CMz""      ","       ""CFx""      ","       ""CFy""      ","       ""CFz""      ","      ""CEff""      ",air_center
          0,           0,           0,      -5.130520826,       -4.24931906,      -4.471589339,      -6.182219833,      -1.712331894,     0.01221202695,     0.07368693391,                 0,                 0,                 0,     0.05520384996,     0.01221202695,     0.07368693391,                 0,       6.033964241,-0.749167417217075
          0,           0,           1,      -5.130466518,      -4.251503046,       -4.46847287,      -6.233486135,      -1.919185043,      0.0122123201,     0.07375655987,                 0,                 0,                 0,     0.05524528966,      0.0122123201,     0.07375655987,                 0,       6.039520686,-0.749022049799677
          0,           0,           2,      -5.132499494,      -4.252246131,       -4.46940545,      -6.233521172,       -1.91939369,      0.0122126561,     0.07384000446,                 0,                 0,                 0,     0.05529496291,      0.0122126561,     0.07384000446,                 0,       6.046187155,-0.748848314871838
          0,           0,           3,      -5.134894862,      -4.253130605,       -4.47050947,      -6.233563068,      -1.919640312,     0.01221303646,     0.07393998449,                 0,                 0,                 0,     0.05535449266,     0.01221303646,     0.07393998449,                 0,       6.054185194,-0.7486408475983168
          0,           0,           4,      -5.137705244,      -4.254181841,      -4.471813215,      -6.233613138,      -1.919930998,      0.0122134598,      0.0740597396,                 0,                 0,                 0,     0.05542581611,      0.0122134598,      0.0740597396,                 0,        6.06378052,-0.7483933431221517
          0,           0,           5,       -5.14098485,      -4.255429189,      -4.473348413,      -6.233672935,      -1.920272568,      0.0122139199,     0.07420312806,                 0,                 0,                 0,     0.05551124336,      0.0122139199,     0.07420312806,                 0,       6.075291852,-0.7480984267282383
          0,           0,           6,      -5.144785832,      -4.256906404,      -4.475150195,      -6.233744303,      -1.920673541,     0.01221440276,     0.07437473832,                 0,                 0,                 0,     0.05561352591,     0.01221440276,     0.07437473832,                 0,       6.089101513,-0.7477475170496842
          0,           0,           7,      -5.149152269,       -4.25865205,      -4.477256912,      -6.233829409,      -1.921151623,     0.01221488222,     0.07458001825,                 0,                 0,                 0,     0.05573593695,     0.01221488222,     0.07458001825,                 0,       6.105668228,-0.747330696047396
          0,           0,           8,      -5.154110796,       -4.26070988,      -4.479709736,      -6.233930788,      -1.921713259,     0.01221531381,     0.07482542477,                 0,                 0,                 0,     0.05588236499,     0.01221531381,     0.07482542477,                 0,       6.125542571,-0.7468365887901395
          0,           0,           9,      -5.159656806,      -4.263129138,      -4.482552067,      -6.234051401,      -1.922365686,     0.01221562666,     0.07511859947,                 0,                 0,                 0,     0.05605742508,     0.01221562666,     0.07511859947,                 0,       6.149385664,-0.7462522660900722
          0,           0,          10,      -5.165735323,      -4.265964751,      -4.485828768,      -6.234194917,      -1.923118378,     0.01221571126,      0.0754685674,                 0,                 0,                 0,     0.05626658562,     0.01221571126,      0.0754685674,                 0,       6.177992079,-0.7455631868798399
          0,           0,          11,      -5.172217091,      -4.269277299,      -4.489585258,      -6.234365538,      -1.924001814,     0.01221540711,     0.07588598714,                 0,                 0,                 0,     0.05651632852,     0.01221540711,     0.07588598714,                 0,       6.212317484,-0.7447531573350237
          0,           0,          12,      -5.178872782,      -4.273132528,      -4.493866682,      -6.234568557,      -1.925030559,     0.01221448888,     0.07638346042,                 0,                 0,                 0,      0.0568143455,     0.01221448888,     0.07638346042,                 0,       6.253512625,-0.7438042894050911
          0,           0,          13,      -5.185355006,      -4.277599881,       -4.49871717,      -6.234810011,      -1.926205416,     0.01221265818,     0.07697595188,                 0,                 0,                 0,     0.05716979761,     0.01221265818,     0.07697595188,                 0,       6.302964574,-0.7426968580930785
          0,           0,          14,      -5.191206461,       -4.28274908,      -4.504179299,      -6.235096582,      -1.927546126,     0.01220955183,     0.07768139623,                 0,                 0,                 0,      0.0575936747,     0.01220955183,     0.07768139623,                 0,       6.362346243,-0.7414088507044333
          0,           0,          15,      -5.195921601,      -4.288642891,      -4.510293734,      -6.235437848,      -1.929067877,     0.01220478582,     0.07852161701,                 0,                 0,                 0,     0.05809931213,     0.01220478582,     0.07852161701,                 0,       6.433674311,-0.7399148711188773
          0,           0,          16,      -5.199085774,      -4.295323891,      -4.517099259,       -6.23584341,      -1.930806872,     0.01219806012,     0.07952372109,                 0,                 0,                 0,     0.05870313591,     0.01219806012,     0.07952372109,                 0,       6.519374416,-0.738183967065166
          0,           0,          17,      -5.200581839,      -4.302792678,      -4.524634207,      -6.236326068,       -1.93277593,     0.01218933473,      0.0807221237,                 0,                 0,                 0,      0.0594257008,     0.01218933473,      0.0807221237,                 0,       6.622356796,-0.7361761320954939
          0,           0,          18,      -5.200783628,      -4.310978762,      -4.532942594,      -6.236901321,       -1.93496791,     0.01217907822,      0.0821610619,                 0,                 0,                 0,     0.06029293334,     0.01217907822,      0.0821610619,                 0,       6.746082127,-0.7338382920778681
          0,           0,          19,      -5.200592635,      -4.319715185,      -4.542086339,      -6.237589829,      -1.937442645,      0.0121684053,     0.08389704447,                 0,                 0,                 0,     0.06133734109,      0.0121684053,     0.08389704447,                 0,       6.894662235,-0.731102525452289
          0,           0,          20,      -5.201183899,      -4.328736573,      -4.552166136,      -6.238416381,      -1.940318234,     0.01215888243,     0.08599949367,                 0,                 0,                 0,     0.06259836913,     0.01215888243,     0.08599949367,                 0,       7.072976828,-0.7278922986477625
          0,           0,          21,      -5.203482855,      -4.337728125,      -4.563334011,      -6.239410585,      -1.943647544,     0.01215168042,     0.08854709133,                 0,                 0,                 0,     0.06412071243,     0.01215168042,     0.08854709133,                 0,       7.286818636,-0.7241425039139116
          0,           0,          22,      -5.207637251,      -4.346419324,      -4.575768576,      -6.240602828,      -1.947587996,     0.01214629785,     0.09161921834,                 0,                 0,                 0,      0.0659502353,     0.01214629785,     0.09161921834,                 0,       7.542974777,-0.7198297092566093
          0,           0,          23,      -5.212970664,      -4.354659501,      -4.589574567,       -6.24202062,      -1.952369205,     0.01213954142,     0.09528682633,                 0,                 0,                 0,     0.06812940454,     0.01213954142,     0.09528682633,                 0,       7.849293726,-0.7149929026290825
          0,           0,          24,       -5.21872966,      -4.362400272,      -4.604595857,      -6.243687382,      -1.958167371,     0.01212619141,     0.09961384379,                 0,                 0,                 0,     0.07069769281,     0.01212619141,     0.09961384379,                 0,       8.214767554,-0.709717546479189
          0,           0,          25,      -5.225012376,      -4.369610848,      -4.620235381,      -6.245621552,      -1.964916386,     0.01210130202,      0.1046723928,                 0,                 0,                 0,     0.07369869798,     0.01210130202,      0.1046723928,                 0,       8.649680226,-0.7040891681994682
          0,           0,          26,      -5.232655358,      -4.376246554,      -4.635478561,      -6.247843708,      -1.972648626,     0.01206227244,       0.110556227,                 0,                 0,                 0,     0.07718672499,     0.01206227244,       0.110556227,                 0,       9.165455976,-0.6981671415939329
          0,           0,          27,       -5.24211662,      -4.382311112,      -4.649225694,      -6.250394376,      -1.981511348,     0.01200918305,      0.1173783863,                 0,                 0,                 0,     0.08122678746,     0.01200918305,      0.1173783863,                 0,        9.77405256,-0.6920080435626164
