1,0.264544
0.993271,0.251681
0.986539,0.227077
0.979807,0.206411
0.973073,0.188488
0.966339,0.172304
0.959604,0.158077
0.952867,0.145069
0.94613,0.132753
0.939391,0.121524
0.932652,0.111016
0.925912,0.101037
0.919171,0.091786
0.912429,0.0832723
0.905686,0.0753256
0.898942,0.0675116
0.892198,0.0596456
0.885453,0.0519792
0.878708,0.0448509
0.871961,0.0382416
0.865213,0.0318572
0.858465,0.0256113
0.851715,0.0196582
0.844965,0.0141827
0.838214,0.00904237
0.831462,0.00379775
0.82471,-0.00157185
0.817958,-0.00692103
0.811204,-0.0121576
0.80445,-0.0171161
0.797695,-0.021949
0.79094,-0.0266789
0.784184,-0.0312999
0.777427,-0.0359071
0.770669,-0.0404631
0.763911,-0.0449617
0.757152,-0.049305
0.750393,-0.0535729
0.743633,-0.0578694
0.736872,-0.0621349
0.730111,-0.0663982
0.723349,-0.0707298
0.716587,-0.0749621
0.709823,-0.0788715
0.703059,-0.082595
0.696295,-0.086211
0.689529,-0.0899235
0.682764,-0.0937613
0.675997,-0.0976373
0.66923,-0.101578
0.662463,-0.105538
0.655695,-0.109541
0.648926,-0.113441
0.642157,-0.117223
0.635386,-0.120886
0.628616,-0.12445
0.621844,-0.128133
0.615072,-0.131802
0.6083,-0.135421
0.601526,-0.139019
0.594753,-0.142645
0.587978,-0.146296
0.581203,-0.149781
0.574427,-0.153286
0.567651,-0.156856
0.560874,-0.160534
0.554096,-0.164409
0.547318,-0.168364
0.540539,-0.172244
0.53376,-0.175957
0.52698,-0.179367
0.520199,-0.182545
0.513417,-0.185731
0.506635,-0.1891
0.499852,-0.192759
0.493069,-0.196719
0.486285,-0.200691
0.4795,-0.204354
0.472715,-0.207835
0.465929,-0.21122
0.459143,-0.214564
0.452355,-0.217912
0.445567,-0.221208
0.438779,-0.224511
0.43199,-0.227883
0.4252,-0.231151
0.41841,-0.234348
0.411619,-0.237541
0.404828,-0.24069
0.398036,-0.243846
0.391244,-0.246986
0.384451,-0.250238
0.377657,-0.253639
0.370863,-0.256926
0.364069,-0.259859
0.357274,-0.262483
0.350479,-0.265055
0.343684,-0.267683
0.336888,-0.27019
0.330092,-0.27267
0.323295,-0.275312
0.316498,-0.278101
0.309702,-0.280941
0.302905,-0.283402
0.296108,-0.285266
0.289311,-0.286756
0.282514,-0.288073
0.275717,-0.289575
0.268921,-0.291274
0.262125,-0.293009
0.255329,-0.29457
0.248534,-0.295541
0.241739,-0.295867
0.234945,-0.295744
0.228153,-0.295331
0.221361,-0.294628
0.214571,-0.293698
0.207782,-0.292544
0.200994,-0.291297
0.194209,-0.290362
0.187425,-0.289406
0.180644,-0.287536
0.173866,-0.284152
0.167091,-0.279509
0.16032,-0.274836
0.153552,-0.270579
0.146789,-0.265877
0.14003,-0.259594
0.133278,-0.251525
0.126533,-0.24273
0.119794,-0.233781
0.113064,-0.223667
0.106344,-0.211454
0.099635,-0.197454
0.092938,-0.182253
0.086256,-0.165287
0.079592,-0.144867
0.072949,-0.120832
0.06633,-0.0936985
0.059741,-0.0627884
0.053187,-0.0267526
0.04668,0.015993
0.040229,0.0679981
0.033856,0.132444
0.027588,0.215013
0.021466,0.320354
0.015563,0.453059
0.010017,0.632217
0.005112,0.881879
0.001405,1.05302
0,0.906648
1,0.264544
0.993271,0.252959
0.986539,0.231057
0.979807,0.210971
0.973073,0.192796
0.966339,0.175713
0.959604,0.16003
0.952867,0.145239
0.94613,0.130994
0.939391,0.11762
0.932652,0.104862
0.925912,0.0925812
0.919171,0.0809378
0.912429,0.0699458
0.905686,0.0594801
0.898942,0.0491946
0.892198,0.0389305
0.885453,0.0288818
0.878708,0.0193257
0.871961,0.0102502
0.865213,0.00141377
0.858465,-0.00725856
0.851715,-0.0156465
0.844965,-0.0235942
0.838214,-0.0312202
0.831462,-0.0389039
0.82471,-0.0466672
0.817958,-0.05439
0.811204,-0.0619993
0.80445,-0.0693519
0.797695,-0.0765868
0.79094,-0.0837233
0.784184,-0.0907562
0.777427,-0.0977706
0.770669,-0.104736
0.763911,-0.111652
0.757152,-0.118433
0.750393,-0.125149
0.743633,-0.131893
